eventid, userid, eventtime, type, diffgold, diffpower, difflevel
5595,502,2022-12-18 03:23:13,2,87905,0,0
5596,643,2022-12-18 03:23:40,1,-89765,80342,0
5597,900,2022-12-18 03:24:12,1,-53781,40216,0
5598,962,2022-12-18 03:24:27,3,0,0,2
5599,982,2022-12-18 03:24:59,3,0,0,2
5600,52,2022-12-18 03:25:01,2,37857,0,0
5601,676,2022-12-18 03:25:07,3,0,0,1
5602,896,2022-12-18 03:25:26,2,5676,0,0
5603,466,2022-12-18 03:25:37,3,0,0,1
5604,743,2022-12-18 03:26:01,2,13786,0,0
5605,691,2022-12-18 03:26:22,2,85828,0,0
5606,66,2022-12-18 03:26:44,2,13862,0,0
5607,296,2022-12-18 03:26:47,3,0,0,1
5608,7,2022-12-18 03:27:18,3,0,0,2
5609,347,2022-12-18 03:27:55,1,-99939,7692,0
5610,412,2022-12-18 03:28:25,2,82908,0,0
5611,752,2022-12-18 03:29:07,2,80493,0,0
5612,366,2022-12-18 03:29:21,2,3213,0,0
5613,890,2022-12-18 03:30:09,3,0,0,2
5614,578,2022-12-18 03:30:31,1,-84686,83944,0
5615,147,2022-12-18 03:30:39,3,0,0,2
5616,455,2022-12-18 03:30:41,1,-57155,64113,0
5617,730,2022-12-18 03:30:45,1,-7951,89470,0
5618,436,2022-12-18 03:31:02,2,39052,0,0
5619,167,2022-12-18 03:31:28,2,24019,0,0
5620,425,2022-12-18 03:31:34,2,90593,0,0
5621,813,2022-12-18 03:32:01,3,0,0,2
5622,187,2022-12-18 03:32:19,1,-21145,84541,0
5623,518,2022-12-18 03:33:08,3,0,0,2
5624,3,2022-12-18 03:33:29,1,-354,32328,0
5625,852,2022-12-18 03:34:13,2,69393,0,0
5626,826,2022-12-18 03:34:22,2,2773,0,0
5627,402,2022-12-18 03:34:50,3,0,0,1
5628,465,2022-12-18 03:35:02,3,0,0,2
5629,956,2022-12-18 03:35:42,2,43821,0,0
5630,347,2022-12-18 03:35:54,2,72452,0,0
5631,884,2022-12-18 03:36:23,3,0,0,1
5632,899,2022-12-18 03:36:24,2,10921,0,0
5633,324,2022-12-18 03:37:13,3,0,0,1
5634,141,2022-12-18 03:37:17,3,0,0,1
5635,98,2022-12-18 03:38:07,1,-1699,78747,0
5636,819,2022-12-18 03:38:39,3,0,0,2
5637,938,2022-12-18 03:38:57,3,0,0,1
5638,861,2022-12-18 03:39:39,1,-20145,62407,0
5639,919,2022-12-18 03:40:20,3,0,0,1
5640,753,2022-12-18 03:40:40,1,-74983,8023,0
5641,231,2022-12-18 03:40:47,2,3858,0,0
5642,964,2022-12-18 03:41:21,3,0,0,2
5643,957,2022-12-18 03:42:05,2,29860,0,0
5644,66,2022-12-18 03:42:25,2,30135,0,0
5645,44,2022-12-18 03:42:50,1,-73363,19400,0
5646,264,2022-12-18 03:43:16,2,86498,0,0
5647,422,2022-12-18 03:43:33,3,0,0,2
5648,944,2022-12-18 03:43:42,2,46385,0,0
5649,989,2022-12-18 03:44:15,3,0,0,2
5650,317,2022-12-18 03:44:49,1,-82300,62357,0
5651,984,2022-12-18 03:44:53,2,65201,0,0
5652,896,2022-12-18 03:45:13,2,44715,0,0
5653,992,2022-12-18 03:45:23,2,14228,0,0
5654,541,2022-12-18 03:45:25,2,43765,0,0
5655,11,2022-12-18 03:46:01,3,0,0,1
5656,447,2022-12-18 03:46:33,2,29338,0,0
5657,584,2022-12-18 03:47:10,2,95967,0,0
5658,384,2022-12-18 03:47:59,1,-20897,8214,0
5659,548,2022-12-18 03:48:04,1,-45258,98883,0
5660,590,2022-12-18 03:48:19,2,17982,0,0
5661,275,2022-12-18 03:48:52,3,0,0,2
5662,678,2022-12-18 03:49:35,3,0,0,2
5663,396,2022-12-18 03:49:56,1,-10279,54374,0
5664,603,2022-12-18 03:50:39,1,-98154,59637,0
5665,163,2022-12-18 03:50:59,3,0,0,2
5666,834,2022-12-18 03:51:21,3,0,0,1
5667,173,2022-12-18 03:51:27,3,0,0,1
5668,980,2022-12-18 03:52:01,2,93326,0,0
5669,587,2022-12-18 03:52:10,1,-41062,97250,0
5670,861,2022-12-18 03:52:33,3,0,0,2
5671,998,2022-12-18 03:53:09,3,0,0,1
5672,247,2022-12-18 03:53:42,2,75176,0,0
5673,697,2022-12-18 03:54:22,1,-90112,51733,0
5674,335,2022-12-18 03:54:29,1,-13856,11202,0
5675,62,2022-12-18 03:54:46,2,20232,0,0
5676,716,2022-12-18 03:55:30,1,-16182,9006,0
5677,207,2022-12-18 03:55:43,1,-79033,83896,0
5678,820,2022-12-18 03:56:04,1,-12349,3838,0
5679,80,2022-12-18 03:56:49,2,92034,0,0
5680,812,2022-12-18 03:56:53,1,-99895,87493,0
5681,874,2022-12-18 03:57:12,2,66920,0,0
5682,608,2022-12-18 03:57:58,3,0,0,2
5683,96,2022-12-18 03:58:03,1,-75145,95046,0
5684,274,2022-12-18 03:58:10,1,-73922,67153,0
5685,793,2022-12-18 03:58:14,2,76496,0,0
5686,653,2022-12-18 03:58:53,1,-46024,52166,0
5687,836,2022-12-18 03:59:28,1,-27655,25868,0
5688,309,2022-12-18 04:00:15,2,53290,0,0
5689,697,2022-12-18 04:00:23,1,-38910,93205,0
5690,949,2022-12-18 04:00:48,1,-24979,3932,0
5691,41,2022-12-18 04:00:55,1,-83807,22950,0
5692,300,2022-12-18 04:01:08,3,0,0,1
5693,772,2022-12-18 04:01:41,1,-85203,17011,0
5694,243,2022-12-18 04:01:55,2,61014,0,0
5695,417,2022-12-18 04:02:28,3,0,0,1
5696,157,2022-12-18 04:03:15,1,-38311,6462,0
5697,623,2022-12-18 04:03:52,3,0,0,1
5698,556,2022-12-18 04:04:22,2,12619,0,0
5699,865,2022-12-18 04:05:09,3,0,0,1
5700,525,2022-12-18 04:05:10,3,0,0,2
5701,255,2022-12-18 04:05:30,2,59323,0,0
5702,400,2022-12-18 04:06:05,3,0,0,2
5703,621,2022-12-18 04:06:30,1,-63113,851,0
5704,145,2022-12-18 04:06:37,2,68796,0,0
5705,383,2022-12-18 04:07:14,1,-12073,85313,0
5706,414,2022-12-18 04:07:55,1,-71566,78699,0
5707,798,2022-12-18 04:08:11,1,-60376,96521,0
5708,406,2022-12-18 04:08:19,2,76057,0,0
5709,79,2022-12-18 04:09:07,3,0,0,1
5710,48,2022-12-18 04:09:49,1,-17963,44569,0
5711,231,2022-12-18 04:09:51,3,0,0,2
5712,748,2022-12-18 04:09:57,3,0,0,1
5713,960,2022-12-18 04:10:39,3,0,0,1
5714,922,2022-12-18 04:11:02,3,0,0,1
5715,706,2022-12-18 04:11:51,3,0,0,2
5716,447,2022-12-18 04:12:03,1,-18319,95615,0
5717,999,2022-12-18 04:12:53,2,2834,0,0
5718,716,2022-12-18 04:13:08,2,72604,0,0
5719,164,2022-12-18 04:13:31,1,-2332,99842,0
5720,952,2022-12-18 04:14:16,3,0,0,2
5721,292,2022-12-18 04:15:00,2,52259,0,0
5722,726,2022-12-18 04:15:32,3,0,0,1
5723,862,2022-12-18 04:15:59,3,0,0,2
5724,410,2022-12-18 04:16:43,3,0,0,1
5725,185,2022-12-18 04:17:03,2,85974,0,0
5726,220,2022-12-18 04:17:44,1,-7956,98276,0
5727,444,2022-12-18 04:18:31,2,91797,0,0
5728,428,2022-12-18 04:18:50,1,-28067,43700,0
5729,136,2022-12-18 04:19:17,1,-20792,24736,0
5730,804,2022-12-18 04:19:29,1,-28341,91732,0
5731,651,2022-12-18 04:19:43,3,0,0,1
5732,604,2022-12-18 04:20:29,3,0,0,2
5733,643,2022-12-18 04:21:16,1,-68848,56483,0
5734,564,2022-12-18 04:21:53,3,0,0,2
5735,630,2022-12-18 04:22:41,1,-28451,85219,0
5736,989,2022-12-18 04:22:43,1,-99857,12900,0
5737,550,2022-12-18 04:22:48,3,0,0,2
5738,96,2022-12-18 04:23:09,2,41613,0,0
5739,348,2022-12-18 04:23:15,1,-83098,59845,0
5740,198,2022-12-18 04:23:46,3,0,0,1
5741,412,2022-12-18 04:24:01,1,-60836,30700,0
5742,138,2022-12-18 04:24:27,3,0,0,1
5743,498,2022-12-18 04:24:58,3,0,0,2
5744,836,2022-12-18 04:25:31,1,-60802,97617,0
5745,332,2022-12-18 04:25:40,3,0,0,2
5746,615,2022-12-18 04:26:18,1,-51931,55839,0
5747,977,2022-12-18 04:26:40,1,-31434,33310,0
5748,262,2022-12-18 04:26:50,1,-53556,11680,0
5749,50,2022-12-18 04:27:27,3,0,0,2
5750,671,2022-12-18 04:27:41,1,-15158,22318,0
5751,900,2022-12-18 04:27:43,3,0,0,2
5752,537,2022-12-18 04:28:32,3,0,0,1
5753,807,2022-12-18 04:29:07,2,92857,0,0
5754,854,2022-12-18 04:29:48,2,28464,0,0
5755,580,2022-12-18 04:30:30,1,-74229,48657,0
5756,368,2022-12-18 04:31:05,3,0,0,1
5757,223,2022-12-18 04:31:38,1,-87204,14846,0
5758,413,2022-12-18 04:32:17,1,-75002,12938,0
5759,615,2022-12-18 04:32:22,1,-41467,87903,0
5760,705,2022-12-18 04:33:05,3,0,0,2
5761,691,2022-12-18 04:33:40,3,0,0,2
5762,298,2022-12-18 04:34:14,1,-49910,24003,0
5763,405,2022-12-18 04:35:03,1,-72518,77557,0
5764,71,2022-12-18 04:35:52,2,99508,0,0
5765,401,2022-12-18 04:36:02,1,-93955,29922,0
5766,81,2022-12-18 04:36:34,1,-38833,42112,0
5767,546,2022-12-18 04:36:44,1,-43701,33514,0
5768,449,2022-12-18 04:37:19,3,0,0,1
5769,421,2022-12-18 04:37:23,3,0,0,1
5770,705,2022-12-18 04:37:36,3,0,0,2
5771,437,2022-12-18 04:37:41,3,0,0,2
5772,750,2022-12-18 04:38:15,2,21823,0,0
5773,353,2022-12-18 04:38:44,3,0,0,1
5774,442,2022-12-18 04:38:53,3,0,0,2
5775,68,2022-12-18 04:39:13,2,27503,0,0
5776,548,2022-12-18 04:39:28,2,80051,0,0
5777,638,2022-12-18 04:40:17,3,0,0,1
5778,177,2022-12-18 04:41:00,3,0,0,1
5779,478,2022-12-18 04:41:32,2,69537,0,0
5780,35,2022-12-18 04:42:19,2,14435,0,0
5781,207,2022-12-18 04:42:54,2,29035,0,0
5782,158,2022-12-18 04:43:43,3,0,0,1
5783,323,2022-12-18 04:44:28,3,0,0,1
5784,517,2022-12-18 04:44:59,3,0,0,1
5785,618,2022-12-18 04:45:28,1,-39228,14716,0
5786,415,2022-12-18 04:46:04,1,-49043,28182,0
5787,363,2022-12-18 04:46:47,1,-76523,39532,0
5788,413,2022-12-18 04:47:06,3,0,0,2
5789,429,2022-12-18 04:47:46,2,70212,0,0
5790,35,2022-12-18 04:48:08,1,-23159,17642,0
5791,553,2022-12-18 04:48:24,1,-61105,36099,0
5792,757,2022-12-18 04:49:08,2,97563,0,0
5793,354,2022-12-18 04:49:28,1,-10479,27448,0
5794,188,2022-12-18 04:49:32,1,-8283,89241,0
5795,768,2022-12-18 04:49:42,2,22931,0,0
5796,437,2022-12-18 04:50:29,2,19407,0,0
5797,213,2022-12-18 04:50:35,2,6178,0,0
5798,286,2022-12-18 04:51:07,2,63045,0,0
5799,931,2022-12-18 04:51:35,2,51279,0,0
5800,557,2022-12-18 04:52:20,2,27834,0,0
5801,866,2022-12-18 04:52:28,2,20166,0,0
5802,668,2022-12-18 04:52:44,2,55095,0,0
5803,640,2022-12-18 04:52:48,2,61338,0,0
5804,370,2022-12-18 04:52:52,1,-18663,43399,0
5805,342,2022-12-18 04:53:41,3,0,0,1
5806,242,2022-12-18 04:54:10,2,5425,0,0
5807,890,2022-12-18 04:54:14,3,0,0,2
5808,463,2022-12-18 04:54:54,1,-69746,19093,0
5809,754,2022-12-18 04:55:19,3,0,0,2
5810,373,2022-12-18 04:55:27,1,-2478,31005,0
5811,656,2022-12-18 04:56:12,2,87443,0,0
5812,219,2022-12-18 04:56:36,2,20700,0,0
5813,845,2022-12-18 04:57:09,1,-59709,78135,0
5814,900,2022-12-18 04:57:23,3,0,0,1
5815,106,2022-12-18 04:58:03,1,-11897,78882,0
5816,901,2022-12-18 04:58:24,2,61567,0,0
5817,515,2022-12-18 04:59:11,3,0,0,2
5818,596,2022-12-18 04:59:28,1,-99859,28128,0
5819,623,2022-12-18 04:59:41,1,-28379,46855,0
5820,498,2022-12-18 04:59:59,1,-4243,6037,0
5821,677,2022-12-18 05:00:28,2,81033,0,0
5822,804,2022-12-18 05:01:18,2,32764,0,0
5823,807,2022-12-18 05:01:24,1,-79890,75045,0
5824,265,2022-12-18 05:02:10,1,-82811,96102,0
5825,690,2022-12-18 05:02:44,3,0,0,2
5826,120,2022-12-18 05:03:09,1,-21208,32465,0
5827,101,2022-12-18 05:03:44,2,50837,0,0
5828,695,2022-12-18 05:04:13,3,0,0,2
5829,954,2022-12-18 05:04:44,2,20673,0,0
5830,661,2022-12-18 05:05:33,1,-74621,23077,0
5831,287,2022-12-18 05:06:21,3,0,0,2
5832,264,2022-12-18 05:06:35,3,0,0,1
5833,18,2022-12-18 05:06:37,3,0,0,2
5834,845,2022-12-18 05:07:03,3,0,0,1
5835,664,2022-12-18 05:07:49,3,0,0,2
5836,558,2022-12-18 05:08:39,1,-13699,61364,0
5837,1,2022-12-18 05:09:05,1,-87462,46690,0
5838,532,2022-12-18 05:09:42,1,-83995,17453,0
5839,45,2022-12-18 05:10:10,1,-72396,19570,0
5840,966,2022-12-18 05:10:53,1,-93967,83211,0
5841,653,2022-12-18 05:10:56,1,-83486,60676,0
5842,113,2022-12-18 05:11:38,3,0,0,2
5843,100,2022-12-18 05:12:23,3,0,0,2
5844,730,2022-12-18 05:12:29,3,0,0,1
5845,265,2022-12-18 05:13:11,1,-89676,58135,0
5846,233,2022-12-18 05:13:54,2,8864,0,0
5847,58,2022-12-18 05:14:34,1,-83307,16029,0
5848,401,2022-12-18 05:14:57,2,62413,0,0
5849,774,2022-12-18 05:15:08,3,0,0,1
5850,540,2022-12-18 05:15:35,3,0,0,1
5851,349,2022-12-18 05:16:09,2,28826,0,0
5852,348,2022-12-18 05:16:43,1,-9794,40357,0
5853,530,2022-12-18 05:17:02,2,41705,0,0
5854,385,2022-12-18 05:17:07,3,0,0,2
5855,62,2022-12-18 05:17:24,2,13125,0,0
5856,54,2022-12-18 05:17:27,3,0,0,2
5857,865,2022-12-18 05:17:32,1,-78118,22431,0
5858,412,2022-12-18 05:18:17,1,-83254,31543,0
5859,599,2022-12-18 05:19:04,3,0,0,1
5860,486,2022-12-18 05:19:15,2,25857,0,0
5861,127,2022-12-18 05:19:46,3,0,0,1
5862,517,2022-12-18 05:20:03,3,0,0,1
5863,937,2022-12-18 05:20:44,3,0,0,2
5864,885,2022-12-18 05:21:06,2,86404,0,0
5865,451,2022-12-18 05:21:39,1,-8407,71009,0
5866,898,2022-12-18 05:22:00,3,0,0,1
5867,89,2022-12-18 05:22:19,3,0,0,1
5868,342,2022-12-18 05:22:31,2,30296,0,0
5869,90,2022-12-18 05:22:40,3,0,0,2
5870,805,2022-12-18 05:23:11,2,33421,0,0
5871,277,2022-12-18 05:23:30,3,0,0,2
5872,924,2022-12-18 05:24:15,3,0,0,2
5873,349,2022-12-18 05:25:01,3,0,0,1
5874,613,2022-12-18 05:25:10,1,-4519,99260,0
5875,69,2022-12-18 05:25:20,2,994,0,0
5876,907,2022-12-18 05:25:59,2,43492,0,0
5877,437,2022-12-18 05:26:24,1,-81559,5369,0
5878,284,2022-12-18 05:26:28,2,35424,0,0
5879,35,2022-12-18 05:26:32,3,0,0,2
5880,596,2022-12-18 05:26:50,2,92181,0,0
5881,86,2022-12-18 05:27:15,3,0,0,2
5882,184,2022-12-18 05:27:35,3,0,0,1
5883,959,2022-12-18 05:28:00,1,-85428,49739,0
5884,375,2022-12-18 05:28:46,3,0,0,2
5885,110,2022-12-18 05:28:51,2,90669,0,0
5886,982,2022-12-18 05:29:01,2,29683,0,0
5887,651,2022-12-18 05:29:49,3,0,0,1
5888,730,2022-12-18 05:30:09,1,-32793,67852,0
5889,240,2022-12-18 05:30:19,1,-44514,48607,0
5890,307,2022-12-18 05:31:09,2,91464,0,0
5891,29,2022-12-18 05:31:48,1,-12342,88449,0
5892,29,2022-12-18 05:32:12,3,0,0,2
5893,3,2022-12-18 05:33:02,2,50044,0,0
5894,602,2022-12-18 05:33:46,2,99176,0,0
5895,47,2022-12-18 05:34:24,3,0,0,1
5896,955,2022-12-18 05:34:31,3,0,0,2
5897,294,2022-12-18 05:34:46,2,48360,0,0
5898,936,2022-12-18 05:34:47,2,87054,0,0
5899,443,2022-12-18 05:35:35,3,0,0,2
5900,392,2022-12-18 05:36:08,2,98557,0,0
5901,613,2022-12-18 05:36:20,1,-48065,19477,0
5902,114,2022-12-18 05:37:03,1,-20304,7782,0
5903,924,2022-12-18 05:37:09,3,0,0,2
5904,987,2022-12-18 05:37:26,2,48996,0,0
5905,187,2022-12-18 05:37:43,3,0,0,2
5906,306,2022-12-18 05:38:10,2,64240,0,0
5907,548,2022-12-18 05:38:54,3,0,0,1
5908,785,2022-12-18 05:39:19,2,17276,0,0
5909,241,2022-12-18 05:39:34,1,-15255,63959,0
5910,280,2022-12-18 05:40:19,1,-86967,86889,0
5911,318,2022-12-18 05:40:45,2,55671,0,0
5912,84,2022-12-18 05:40:48,2,49932,0,0
5913,467,2022-12-18 05:40:58,2,17984,0,0
5914,735,2022-12-18 05:41:13,1,-20134,79711,0
5915,427,2022-12-18 05:41:33,2,30644,0,0
5916,305,2022-12-18 05:41:35,2,80990,0,0
5917,991,2022-12-18 05:41:49,1,-61544,83950,0
5918,188,2022-12-18 05:42:32,2,97834,0,0
5919,206,2022-12-18 05:43:07,2,47299,0,0
5920,178,2022-12-18 05:43:38,1,-21980,33432,0
5921,706,2022-12-18 05:43:45,2,44291,0,0
5922,852,2022-12-18 05:44:28,1,-66834,14146,0
5923,898,2022-12-18 05:45:00,3,0,0,2
5924,864,2022-12-18 05:45:10,2,49105,0,0
5925,43,2022-12-18 05:45:33,2,12663,0,0
5926,896,2022-12-18 05:45:57,3,0,0,2
5927,555,2022-12-18 05:46:18,1,-99428,27824,0
5928,72,2022-12-18 05:46:45,2,1967,0,0
5929,937,2022-12-18 05:46:46,1,-51816,11043,0
5930,461,2022-12-18 05:46:47,3,0,0,2
5931,655,2022-12-18 05:47:26,1,-53777,25540,0
5932,459,2022-12-18 05:47:42,2,29560,0,0
5933,798,2022-12-18 05:47:56,2,32112,0,0
5934,607,2022-12-18 05:48:06,2,35985,0,0
5935,286,2022-12-18 05:48:29,1,-8937,87920,0
5936,630,2022-12-18 05:48:33,2,85159,0,0
5937,37,2022-12-18 05:49:21,2,62672,0,0
5938,875,2022-12-18 05:49:24,1,-21219,74568,0
5939,854,2022-12-18 05:49:54,1,-28339,80316,0
5940,617,2022-12-18 05:50:22,2,33182,0,0
5941,993,2022-12-18 05:50:50,2,41942,0,0
5942,59,2022-12-18 05:51:16,1,-22931,24132,0
5943,48,2022-12-18 05:51:55,2,15488,0,0
5944,502,2022-12-18 05:52:34,3,0,0,1
5945,943,2022-12-18 05:52:50,2,63228,0,0
5946,709,2022-12-18 05:53:36,1,-6043,69236,0
5947,231,2022-12-18 05:54:05,2,13122,0,0
5948,808,2022-12-18 05:54:14,3,0,0,1
5949,569,2022-12-18 05:54:26,2,69936,0,0
5950,32,2022-12-18 05:55:07,2,90234,0,0
5951,953,2022-12-18 05:55:44,3,0,0,1
5952,335,2022-12-18 05:56:12,1,-20791,76617,0
5953,575,2022-12-18 05:56:37,2,2607,0,0
5954,266,2022-12-18 05:56:51,2,74856,0,0
5955,810,2022-12-18 05:56:58,3,0,0,1
5956,315,2022-12-18 05:57:33,3,0,0,1
5957,677,2022-12-18 05:58:19,1,-41038,85990,0
5958,397,2022-12-18 05:58:32,1,-48808,1886,0
5959,358,2022-12-18 05:58:46,2,64990,0,0
5960,174,2022-12-18 05:59:06,3,0,0,2
5961,590,2022-12-18 05:59:32,3,0,0,1
5962,251,2022-12-18 06:00:03,1,-3686,46006,0
5963,638,2022-12-18 06:00:06,1,-29967,38461,0
5964,172,2022-12-18 06:00:32,2,8340,0,0
5965,932,2022-12-18 06:01:05,1,-5516,15844,0
5966,446,2022-12-18 06:01:37,3,0,0,2
5967,574,2022-12-18 06:01:57,3,0,0,1
5968,627,2022-12-18 06:02:40,2,9332,0,0
5969,864,2022-12-18 06:03:16,1,-62453,73947,0
5970,704,2022-12-18 06:03:54,3,0,0,1
5971,809,2022-12-18 06:04:25,1,-62877,35019,0
5972,451,2022-12-18 06:04:32,3,0,0,1
5973,413,2022-12-18 06:04:53,3,0,0,1
5974,108,2022-12-18 06:05:08,1,-46286,69983,0
5975,360,2022-12-18 06:05:35,1,-9195,5330,0
5976,83,2022-12-18 06:05:55,3,0,0,1
5977,363,2022-12-18 06:06:11,2,39531,0,0
5978,54,2022-12-18 06:06:17,1,-76463,30100,0
5979,787,2022-12-18 06:06:58,2,61279,0,0
5980,841,2022-12-18 06:07:45,2,47676,0,0
5981,876,2022-12-18 06:07:57,2,35437,0,0
5982,235,2022-12-18 06:08:24,2,28693,0,0
5983,412,2022-12-18 06:08:34,3,0,0,1
5984,48,2022-12-18 06:08:57,1,-94074,83431,0
5985,154,2022-12-18 06:09:44,1,-69686,91045,0
5986,477,2022-12-18 06:09:45,3,0,0,2
5987,167,2022-12-18 06:10:23,1,-16543,93845,0
5988,312,2022-12-18 06:10:37,3,0,0,2
5989,920,2022-12-18 06:10:55,1,-16283,83574,0
5990,539,2022-12-18 06:11:19,2,29128,0,0
5991,912,2022-12-18 06:11:46,2,43830,0,0
5992,138,2022-12-18 06:12:16,3,0,0,2
5993,506,2022-12-18 06:12:39,3,0,0,1
5994,898,2022-12-18 06:13:27,2,45974,0,0
5995,977,2022-12-18 06:13:31,2,8520,0,0
5996,341,2022-12-18 06:13:36,2,84277,0,0
5997,159,2022-12-18 06:13:43,1,-55535,44653,0
5998,413,2022-12-18 06:13:49,3,0,0,1
5999,94,2022-12-18 06:14:17,2,65344,0,0
6000,885,2022-12-18 06:14:27,1,-24791,55898,0
6001,552,2022-12-18 06:15:01,2,62909,0,0
6002,2,2022-12-18 06:15:43,2,49406,0,0
6003,483,2022-12-18 06:15:59,2,79528,0,0
6004,499,2022-12-18 06:16:21,2,19159,0,0
6005,228,2022-12-18 06:16:30,2,85312,0,0
6006,76,2022-12-18 06:17:18,2,49753,0,0
6007,831,2022-12-18 06:17:37,1,-74012,63340,0
6008,864,2022-12-18 06:17:57,3,0,0,2
6009,852,2022-12-18 06:18:13,1,-40573,88323,0
6010,204,2022-12-18 06:18:50,1,-14858,44080,0
6011,420,2022-12-18 06:19:07,2,24690,0,0
6012,23,2022-12-18 06:19:22,2,26084,0,0
6013,713,2022-12-18 06:19:27,3,0,0,2
6014,470,2022-12-18 06:19:42,3,0,0,2
6015,903,2022-12-18 06:20:13,3,0,0,2
6016,508,2022-12-18 06:20:34,2,35051,0,0
6017,212,2022-12-18 06:20:48,3,0,0,1
6018,556,2022-12-18 06:21:36,2,13233,0,0
6019,402,2022-12-18 06:21:52,3,0,0,2
6020,428,2022-12-18 06:22:23,3,0,0,2
6021,802,2022-12-18 06:23:13,1,-7280,13252,0
6022,173,2022-12-18 06:23:38,3,0,0,2
6023,907,2022-12-18 06:24:00,3,0,0,2
6024,149,2022-12-18 06:24:12,3,0,0,2
6025,360,2022-12-18 06:24:50,3,0,0,1
6026,719,2022-12-18 06:25:17,3,0,0,2
6027,997,2022-12-18 06:25:22,1,-88282,73563,0
6028,199,2022-12-18 06:25:55,3,0,0,2
6029,60,2022-12-18 06:26:24,1,-52177,44983,0
6030,183,2022-12-18 06:26:29,2,40046,0,0
6031,523,2022-12-18 06:27:13,1,-70073,46956,0
6032,885,2022-12-18 06:27:50,2,2757,0,0
6033,341,2022-12-18 06:28:33,2,67515,0,0
6034,41,2022-12-18 06:29:08,3,0,0,2
6035,657,2022-12-18 06:29:15,1,-50095,43441,0
6036,362,2022-12-18 06:29:38,1,-26553,75300,0
6037,84,2022-12-18 06:29:58,2,19085,0,0
6038,816,2022-12-18 06:30:11,3,0,0,2
6039,426,2022-12-18 06:30:57,1,-60229,31472,0
6040,611,2022-12-18 06:31:16,3,0,0,1
6041,839,2022-12-18 06:31:59,1,-53523,33830,0
6042,32,2022-12-18 06:32:40,1,-14284,8844,0
6043,60,2022-12-18 06:33:22,3,0,0,1
6044,903,2022-12-18 06:33:55,1,-75771,87730,0
6045,951,2022-12-18 06:34:23,1,-73872,98605,0
6046,360,2022-12-18 06:34:55,3,0,0,2
6047,325,2022-12-18 06:35:07,1,-75403,92108,0
6048,806,2022-12-18 06:35:51,1,-89746,61043,0
6049,822,2022-12-18 06:36:02,1,-24604,77583,0
6050,578,2022-12-18 06:36:38,3,0,0,1
6051,951,2022-12-18 06:37:00,1,-11495,85633,0
6052,488,2022-12-18 06:37:30,2,58894,0,0
6053,975,2022-12-18 06:37:59,2,34599,0,0
6054,663,2022-12-18 06:38:31,2,45266,0,0
6055,324,2022-12-18 06:38:49,1,-58671,94551,0
6056,118,2022-12-18 06:39:14,1,-56704,27890,0
6057,507,2022-12-18 06:40:03,1,-29639,62292,0
6058,277,2022-12-18 06:40:14,1,-10343,30957,0
6059,532,2022-12-18 06:40:54,1,-65635,91574,0
6060,293,2022-12-18 06:41:06,1,-87780,95945,0
6061,856,2022-12-18 06:41:08,3,0,0,2
6062,209,2022-12-18 06:41:16,2,14171,0,0
6063,591,2022-12-18 06:41:25,2,2997,0,0
6064,776,2022-12-18 06:41:51,3,0,0,1
6065,528,2022-12-18 06:42:25,2,3092,0,0
6066,749,2022-12-18 06:42:50,2,14856,0,0
6067,147,2022-12-18 06:43:04,3,0,0,1
6068,125,2022-12-18 06:43:43,1,-4936,69752,0
6069,555,2022-12-18 06:44:20,2,37866,0,0
6070,8,2022-12-18 06:45:03,3,0,0,1
6071,919,2022-12-18 06:45:24,2,68903,0,0
6072,641,2022-12-18 06:45:28,1,-37907,89817,0
6073,10,2022-12-18 06:45:38,1,-52908,37455,0
6074,541,2022-12-18 06:46:14,1,-58007,24296,0
6075,117,2022-12-18 06:46:24,3,0,0,1
6076,504,2022-12-18 06:47:13,1,-71486,77595,0
6077,49,2022-12-18 06:47:44,3,0,0,1
6078,817,2022-12-18 06:48:23,2,24559,0,0
6079,301,2022-12-18 06:49:00,3,0,0,2
6080,68,2022-12-18 06:49:24,2,78614,0,0
6081,606,2022-12-18 06:49:53,1,-14827,26366,0
6082,481,2022-12-18 06:50:19,3,0,0,1
6083,17,2022-12-18 06:50:48,1,-21128,14874,0
6084,272,2022-12-18 06:51:15,2,47158,0,0
6085,707,2022-12-18 06:51:42,3,0,0,2
6086,309,2022-12-18 06:52:08,1,-88367,70775,0
6087,806,2022-12-18 06:52:38,3,0,0,1
6088,153,2022-12-18 06:53:27,2,67042,0,0
6089,444,2022-12-18 06:54:16,3,0,0,2
6090,781,2022-12-18 06:54:53,2,25581,0,0
6091,1000,2022-12-18 06:55:05,2,64262,0,0
6092,385,2022-12-18 06:55:46,3,0,0,1
6093,573,2022-12-18 06:55:57,2,49215,0,0
6094,758,2022-12-18 06:56:28,1,-86385,11161,0
6095,287,2022-12-18 06:57:14,1,-65390,76553,0
6096,243,2022-12-18 06:57:55,2,45416,0,0
6097,247,2022-12-18 06:58:43,2,9502,0,0
6098,415,2022-12-18 06:59:05,3,0,0,1
6099,243,2022-12-18 06:59:29,2,3458,0,0
6100,629,2022-12-18 07:00:18,1,-50762,82820,0
6101,113,2022-12-18 07:00:47,2,54603,0,0
6102,336,2022-12-18 07:00:51,2,28890,0,0
6103,444,2022-12-18 07:01:23,1,-81954,20347,0
6104,651,2022-12-18 07:01:51,3,0,0,1
6105,771,2022-12-18 07:02:03,3,0,0,2
